year,round,region_number,region_name,seed1,score1,team1,seed2,score2,team2
1999,3,3,South,2,62,Maryland,3,76,St Johns
1999,3,4,West,1,78,Connecticut,5,68,Iowa
1999,3,4,West,10,73,Gonzaga,6,72,Florida
1999,4,1,East,1,85,Duke,6,64,Temple
1999,4,2,Midwest,1,73,Michigan St,3,66,Kentucky
1999,4,3,South,4,77,Ohio St,3,74,St Johns
1999,4,4,West,1,67,Connecticut,10,62,Gonzaga
1999,5,1,Final Four,1,68,Duke,1,62,Michigan St
1999,5,2,Final Four,4,58,Ohio St,1,64,Connecticut
1999,6,1,Championship,1,74,Duke,1,77,Connecticut
2000,1,1,West,1,71,Arizona,16,47,Jackson St
2000,1,1,West,2,61,St Johns,15,56,Northern Arizona
2000,1,1,West,3,74,Oklahoma,14,50,Winthrop
2000,1,1,West,4,64,LSU,13,61,Southeast Missouri St
2000,1,1,West,5,77,Texas,12,61,Indiana St
2000,1,1,West,6,62,Purdue,11,61,Dayton
2000,1,1,West,7,66,Louisville,10,77,Gonzaga
2000,1,1,West,8,66,Wisconsin,9,56,Fresno St
2000,1,2,Midwest,1,65,Michigan St,16,38,Valparaiso
2000,1,2,Midwest,2,88,Iowa St,15,78,Central Connecticut St
2000,1,2,Midwest,3,74,Maryland,14,59,Iona
2000,1,2,Midwest,4,79,Syracuse,13,65,Samford
2000,1,2,Midwest,5,85,Kentucky,12,80,St Bonaventure
2000,1,2,Midwest,6,65,UCLA,11,57,Ball St
2000,1,2,Midwest,7,72,Auburn,10,69,Creighton
2000,1,2,Midwest,8,48,Utah,9,45,St Louis
2000,1,3,East,1,82,Duke,16,55,Lamar
2000,1,3,East,2,73,Temple,15,47,Lafayette
2000,1,3,East,3,86,Oklahoma St,14,66,Hofstra
2000,1,3,East,4,68,Illinois,13,48,Pennsylvania
2000,1,3,East,5,69,Florida,12,68,Butler
2000,1,3,East,6,57,Indiana,11,77,Pepperdine
2000,1,3,East,7,71,Oregon,10,72,Seton Hall
2000,1,3,East,8,81,Kansas,9,77,DePaul
2000,1,4,South,1,84,Stanford,16,65,South Carolina St
2000,1,4,South,2,64,Cincinnati,15,47,UNC Wilmington
2000,1,4,South,3,87,Ohio St,14,61,Appalachian St
2000,1,4,South,4,63,Tennessee,13,58,Louisiana Lafayette
2000,1,4,South,5,75,Connecticut,12,67,Utah St
2000,1,4,South,6,75,Miami,11,71,Arkansas
2000,1,4,South,7,89,Tulsa,10,62,UNLV
2000,1,4,South,8,84,North Carolina,9,70,Missouri
2000,2,1,West,1,58,Arizona,8,66,Wisconsin
2000,2,1,West,2,76,St Johns,10,82,Gonzaga
2000,2,1,West,3,62,Oklahoma,6,66,Purdue
2000,2,1,West,4,72,LSU,5,67,Texas
2000,2,2,Midwest,1,73,Michigan St,8,61,Utah
2000,2,2,Midwest,2,79,Iowa St,7,60,Auburn
2000,2,2,Midwest,3,62,Maryland,6,105,UCLA
2000,2,2,Midwest,4,52,Syracuse,5,50,Kentucky
2000,2,3,East,1,69,Duke,8,64,Kansas
2000,2,3,East,2,65,Temple,10,67,Seton Hall
2000,2,3,East,3,75,Oklahoma St,11,67,Pepperdine
2000,2,3,East,4,73,Illinois,5,93,Florida
2000,2,4,South,1,53,Stanford,8,60,North Carolina
2000,2,4,South,2,61,Cincinnati,7,69,Tulsa
2000,2,4,South,3,62,Ohio St,6,75,Miami
2000,2,4,South,4,65,Tennessee,5,51,Connecticut
2000,3,1,West,8,61,Wisconsin,4,48,LSU
2000,3,1,West,10,66,Gonzaga,6,75,Purdue
2000,3,2,Midwest,1,75,Michigan St,4,58,Syracuse
2000,3,2,Midwest,2,80,Iowa St,6,56,UCLA
2000,3,3,East,1,78,Duke,5,87,Florida
2000,3,3,East,10,66,Seton Hall,3,68,Oklahoma St
2000,3,4,South,8,74,North Carolina,4,69,Tennessee
2000,3,4,South,7,80,Tulsa,6,71,Miami
2000,4,1,West,8,64,Wisconsin,6,60,Purdue
2000,4,2,Midwest,1,75,Michigan St,2,64,Iowa St
2000,4,3,East,5,77,Florida,3,65,Oklahoma St
2000,4,4,South,8,59,North Carolina,7,55,Tulsa
2000,5,1,Final Four,8,41,Wisconsin,1,53,Michigan St
2000,5,2,Final Four,5,71,Florida,8,59,North Carolina
2000,6,1,Championship,1,89,Michigan St,5,76,Florida
2001,1,1,Midwest,1,96,Illinois,16,54,Northwestern St
2001,1,1,Midwest,2,101,Arizona,15,76,Eastern Illinois
2001,1,1,Midwest,3,72,Ole Miss,14,70,Iona
2001,1,1,Midwest,4,99,Kansas,13,75,Cal St Northridge
2001,1,1,Midwest,5,79,Syracuse,12,69,Hawaii
2001,1,1,Midwest,6,83,Notre Dame,11,71,Xavier
2001,1,1,Midwest,7,63,Wake Forest,10,79,Butler
2001,1,1,Midwest,8,63,Tennessee,9,70,Charlotte
2001,1,2,South,1,69,Michigan St,16,35,Alabama St
2001,1,2,South,2,70,North Carolina,15,48,Princeton
2001,1,2,South,3,69,Florida,14,56,Western Kentucky
2001,1,2,South,4,68,Oklahoma,13,70,Indiana St
2001,1,2,South,5,85,Virginia,12,86,Gonzaga
2001,1,2,South,6,65,Texas,11,79,Temple
2001,1,2,South,7,69,Penn St,10,59,Providence
2001,1,2,South,8,70,California,9,82,Fresno St
2001,1,3,East,1,95,Duke,16,52,Monmouth
2001,1,3,East,2,72,Kentucky,15,68,Holy Cross
2001,1,3,East,3,68,Boston College,14,65,Southern Utah
2001,1,3,East,4,61,UCLA,13,48,Hofstra
2001,1,3,East,5,68,Ohio St,12,77,Utah St
2001,1,3,East,6,69,USC,11,54,Oklahoma St
2001,1,3,East,7,69,Iowa,10,56,Creighton
2001,1,3,East,8,68,Georgia,9,70,Missouri
2001,1,4,West,1,89,Stanford,16,60,UNC Greensboro
2001,1,4,West,2,57,Iowa St,15,58,Hampton
2001,1,4,West,3,83,Maryland,14,80,George Mason
2001,1,4,West,4,73,Indiana,13,77,Kent St
2001,1,4,West,5,84,Cincinnati,12,59,BYU
2001,1,4,West,6,49,Wisconsin,11,50,Georgia St
2001,1,4,West,7,61,Arkansas,10,63,Georgetown
2001,1,4,West,8,62,Georgia Tech,9,66,St Josephs
2001,2,1,Midwest,1,79,Illinois,9,61,Charlotte
2001,2,1,Midwest,2,73,Arizona,10,52,Butler
2001,2,1,Midwest,3,59,Ole Miss,6,56,Notre Dame
2001,2,1,Midwest,4,87,Kansas,5,58,Syracuse
2001,2,2,South,1,81,Michigan St,9,65,Fresno St
2001,2,2,South,2,74,North Carolina,7,82,Penn St
2001,2,2,South,3,54,Florida,11,75,Temple
2001,2,2,South,13,68,Indiana St,12,85,Gonzaga
2001,2,3,East,1,94,Duke,9,81,Missouri
2001,2,3,East,2,92,Kentucky,7,79,Iowa
2001,2,3,East,3,71,Boston College,6,74,USC
2001,2,3,East,4,75,UCLA,12,50,Utah St
2001,2,4,West,1,90,Stanford,9,83,St Josephs
2001,2,4,West,15,57,Hampton,10,76,Georgetown
2001,2,4,West,3,79,Maryland,11,60,Georgia St
2001,2,4,West,13,43,Kent St,5,66,Cincinnati
2001,3,1,Midwest,1,80,Illinois,4,64,Kansas
2001,3,1,Midwest,2,66,Arizona,3,56,Ole Miss
2001,3,2,South,1,77,Michigan St,12,62,Gonzaga
2001,3,2,South,7,72,Penn St,11,84,Temple
2001,3,3,East,1,76,Duke,4,63,UCLA
2001,3,3,East,2,76,Kentucky,6,80,USC
2001,3,4,West,1,78,Stanford,5,65,Cincinnati
2001,3,4,West,10,66,Georgetown,3,76,Maryland
2001,4,1,Midwest,1,81,Illinois,2,87,Arizona
2001,4,2,South,1,69,Michigan St,11,62,Temple
2001,4,3,East,1,79,Duke,6,69,USC
2001,4,4,West,1,73,Stanford,3,87,Maryland
2001,5,1,Final Four,2,80,Arizona,1,61,Michigan St
2001,5,2,Final Four,1,95,Duke,3,84,Maryland
2001,6,1,Championship,2,72,Arizona,1,82,Duke
2002,1,1,South,1,84,Duke,16,37,Winthrop
2002,1,1,South,2,86,Alabama,15,78,Florida Atlantic
2002,1,1,South,3,71,Pittsburgh,14,54,Central Connecticut St
2002,1,1,South,4,89,USC,13,93,UNC Wilmington
2002,1,1,South,5,75,Indiana,12,56,Utah
2002,1,1,South,6,82,California,11,75,Pennsylvania
2002,1,1,South,7,61,Oklahoma St,10,69,Kent St
2002,1,1,South,8,82,Notre Dame,9,63,Charlotte
2002,1,2,West,1,90,Cincinnati,16,52,Boston University
2002,1,2,West,2,71,Oklahoma,15,63,Illinois Chicago
2002,1,2,West,3,86,Arizona,14,81,Santa Barbara
2002,1,2,West,4,69,Ohio St,13,64,Davidson
2002,1,2,West,5,80,Miami,12,93,Missouri
2002,1,2,West,6,66,Gonzaga,11,73,Wyoming
2002,1,2,West,7,70,Xavier,10,58,Hawaii
2002,1,2,West,8,80,UCLA,9,58,Ole Miss
2002,1,3,East,1,85,Maryland,16,70,Siena
2002,1,3,East,2,78,Connecticut,15,67,Hampton
2002,1,3,East,3,85,Georgia,14,68,Murray St
2002,1,3,East,4,83,Kentucky,13,68,Valparaiso
2002,1,3,East,5,69,Marquette,12,71,Tulsa
2002,1,3,East,6,68,Texas Tech,11,76,Southern Illinois
2002,1,3,East,7,69,NC State,10,58,Michigan St
2002,1,3,East,8,80,Wisconsin,9,70,St Johns
2002,1,4,Midwest,1,70,Kansas,16,59,Holy Cross
2002,1,4,Midwest,2,81,Oregon,15,62,Montana
2002,1,4,Midwest,3,70,Mississippi St,14,58,McNeese St
2002,1,4,Midwest,4,93,Illinois,13,64,San Diego St
2002,1,4,Midwest,5,82,Florida,12,83,Creighton
2002,1,4,Midwest,6,70,Texas,11,57,Boston College
2002,1,4,Midwest,7,83,Wake Forest,10,74,Pepperdine
2002,1,4,Midwest,8,84,Stanford,9,68,Western Kentucky
2002,2,1,South,1,84,Duke,8,77,Notre Dame
2002,2,1,South,2,58,Alabama,10,71,Kent St
2002,2,1,South,3,63,Pittsburgh,6,50,California
2002,2,1,South,13,67,UNC Wilmington,5,76,Indiana
2002,2,2,West,1,101,Cincinnati,8,105,UCLA
2002,2,2,West,2,78,Oklahoma,7,65,Xavier
2002,2,2,West,3,68,Arizona,11,60,Wyoming
2002,2,2,West,4,67,Ohio St,12,83,Missouri
2002,2,3,East,1,87,Maryland,8,57,Wisconsin
2002,2,3,East,2,77,Connecticut,7,74,NC State
2002,2,3,East,3,75,Georgia,11,77,Southern Illinois
2002,2,3,East,4,87,Kentucky,12,82,Tulsa
2002,2,4,Midwest,1,86,Kansas,8,63,Stanford
2002,2,4,Midwest,2,92,Oregon,7,87,Wake Forest
2002,2,4,Midwest,3,64,Mississippi St,6,68,Texas
2002,2,4,Midwest,4,72,Illinois,12,60,Creighton
2002,3,1,South,1,73,Duke,5,74,Indiana
2002,3,1,South,10,78,Kent St,3,73,Pittsburgh
2002,3,2,West,8,73,UCLA,12,82,Missouri
2002,3,2,West,2,88,Oklahoma,3,67,Arizona
2002,3,3,East,1,78,Maryland,4,68,Kentucky
2002,3,3,East,2,71,Connecticut,11,59,Southern Illinois
2002,3,4,Midwest,1,73,Kansas,4,69,Illinois
2002,3,4,Midwest,2,72,Oregon,6,70,Texas
2002,4,1,South,5,81,Indiana,10,69,Kent St
2002,4,2,West,12,75,Missouri,2,81,Oklahoma
2002,4,3,East,1,90,Maryland,2,82,Connecticut
2002,4,4,Midwest,1,104,Kansas,2,86,Oregon
2002,5,1,Final Four,5,73,Indiana,2,64,Oklahoma
2002,5,2,Final Four,1,97,Maryland,1,88,Kansas
2002,6,1,Championship,5,52,Indiana,1,64,Maryland
2003,1,1,Midwest,1,95,Kentucky,16,64,IUPUI
2003,1,1,Midwest,2,87,Pittsburgh,15,61,Wagner
2003,1,1,Midwest,3,72,Marquette,14,68,Holy Cross
2003,1,1,Midwest,4,71,Dayton,13,84,Tulsa
2003,1,1,Midwest,5,81,Wisconsin,12,74,Weber St
2003,1,1,Midwest,6,72,Missouri,11,71,Southern Illinois
2003,1,1,Midwest,7,67,Indiana,10,62,Alabama
2003,1,1,Midwest,8,58,Oregon,9,60,Utah
2003,1,2,West,1,80,Arizona,16,51,Vermont
2003,1,2,West,2,64,Kansas,15,61,Utah St
2003,1,2,West,3,67,Duke,14,57,Colorado St
2003,1,2,West,4,65,Illinois,13,60,Western Kentucky
2003,1,2,West,5,70,Notre Dame,12,69,Wisconsin Milwaukee
2003,1,2,West,6,73,Creighton,11,79,Central Michigan
2003,1,2,West,7,71,Memphis,10,84,Arizona St
2003,1,2,West,8,69,Cincinnati,9,74,Gonzaga
2003,1,3,South,1,82,Texas,16,61,UNC Asheville
2003,1,3,South,2,85,Florida,15,55,Sam Houston St
2003,1,3,South,3,71,Xavier,14,59,Troy
2003,1,3,South,4,77,Stanford,13,69,San Diego
2003,1,3,South,5,58,Connecticut,12,53,BYU
2003,1,3,South,6,75,Maryland,11,73,UNC Wilmington
2003,1,3,South,7,79,Michigan St,10,64,Colorado
2003,1,3,South,8,56,LSU,9,80,Purdue
2003,1,4,East,1,71,Oklahoma,16,54,South Carolina St
2003,1,4,East,2,76,Wake Forest,15,73,East Tennessee St
2003,1,4,East,3,76,Syracuse,14,65,Manhattan
2003,1,4,East,4,86,Louisville,13,64,Austin Peay
2003,1,4,East,5,46,Mississippi St,12,47,Butler
2003,1,4,East,6,77,Oklahoma St,11,63,Pennsylvania
2003,1,4,East,7,63,St Josephs,10,65,Auburn
2003,1,4,East,8,76,California,9,74,NC State
2003,2,1,Midwest,1,74,Kentucky,9,54,Utah
2003,2,1,Midwest,2,74,Pittsburgh,7,52,Indiana
2003,2,1,Midwest,3,101,Marquette,6,92,Missouri
2003,2,1,Midwest,13,60,Tulsa,5,61,Wisconsin
2003,2,2,West,1,96,Arizona,9,95,Gonzaga
2003,2,2,West,2,108,Kansas,10,76,Arizona St
2003,2,2,West,3,86,Duke,11,60,Central Michigan
2003,2,2,West,4,60,Illinois,5,68,Notre Dame
2003,2,3,South,1,77,Texas,9,67,Purdue
2003,2,3,South,2,46,Florida,7,68,Michigan St
2003,2,3,South,3,64,Xavier,6,77,Maryland
2003,2,3,South,4,74,Stanford,5,85,Connecticut
2003,2,4,East,1,74,Oklahoma,8,65,California
2003,2,4,East,2,62,Wake Forest,10,68,Auburn
2003,2,4,East,3,68,Syracuse,6,56,Oklahoma St
2003,2,4,East,4,71,Louisville,12,79,Butler
2003,3,1,Midwest,1,63,Kentucky,5,57,Wisconsin
2003,3,1,Midwest,2,74,Pittsburgh,3,77,Marquette
2003,3,2,West,1,88,Arizona,5,71,Notre Dame
2003,3,2,West,2,69,Kansas,3,65,Duke
2003,3,3,South,1,82,Texas,5,78,Connecticut
2003,3,3,South,7,60,Michigan St,6,58,Maryland
2003,3,4,East,1,65,Oklahoma,12,54,Butler
2003,3,4,East,10,78,Auburn,3,79,Syracuse
2003,4,1,Midwest,1,69,Kentucky,3,83,Marquette
2003,4,2,West,1,75,Arizona,2,78,Kansas
2003,4,3,South,1,85,Texas,7,76,Michigan St
2003,4,4,East,1,47,Oklahoma,3,63,Syracuse
2003,5,1,Final Four,3,61,Marquette,2,94,Kansas
2003,5,2,Final Four,1,84,Texas,3,95,Syracuse
2003,6,1,Championship,2,78,Kansas,3,81,Syracuse
2004,1,1,Midwest,1,96,Kentucky,16,76,Florida A&M
2004,1,1,Midwest,2,76,Gonzaga,15,49,Valparaiso
2004,1,1,Midwest,3,65,Georgia Tech,14,60,Northern Iowa
2004,1,1,Midwest,4,78,Kansas,13,53,Illinois Chicago
2004,1,1,Midwest,5,58,Providence,12,66,Pacific
2004,1,1,Midwest,6,58,Boston College,11,51,Utah
2004,1,1,Midwest,7,66,Michigan St,10,72,Nevada
2004,1,1,Midwest,8,100,Washington,9,102,UAB
2004,1,2,East,1,82,St Josephs,16,63,Liberty
2004,1,2,East,2,75,Oklahoma St,15,56,Eastern Washington
2004,1,2,East,3,53,Pittsburgh,14,44,Central Florida
2004,1,2,East,4,79,Wake Forest,13,78,VCU
2004,1,2,East,5,60,Florida,12,75,Manhattan
2004,1,2,East,6,76,Wisconsin,11,64,Richmond
2004,1,2,East,7,59,Memphis,10,43,South Carolina
2004,1,2,East,8,76,Texas Tech,9,73,Charlotte
2004,1,3,South,1,96,Duke,16,61,Alabama St
2004,1,3,South,2,85,Mississippi St,15,52,Monmouth
2004,1,3,South,3,66,Texas,14,49,Princeton
2004,1,3,South,4,80,Cincinnati,13,77,East Tennessee St
2004,1,3,South,5,72,Illinois,12,53,Murray St
2004,1,3,South,6,63,North Carolina,11,52,Air Force
2004,1,3,South,7,80,Xavier,10,70,Louisville
2004,1,3,South,8,80,Seton Hall,9,76,Arizona
2004,1,4,West,1,71,Stanford,16,45,Texas San Antonio
2004,1,4,West,2,70,Connecticut,15,53,Vermont
2004,1,4,West,3,61,NC State,14,52,Louisiana Lafayette
2004,1,4,West,4,86,Maryland,13,83,UTEP
2004,1,4,West,5,80,Syracuse,12,75,BYU
2004,1,4,West,6,71,Vanderbilt,11,58,Western Michigan
2004,1,4,West,7,76,DePaul,10,69,Dayton
2004,1,4,West,8,65,Alabama,9,64,Southern Illinois
2004,2,1,Midwest,1,75,Kentucky,9,76,UAB
2004,2,1,Midwest,2,72,Gonzaga,10,91,Nevada
2004,2,1,Midwest,3,57,Georgia Tech,6,54,Boston College
2004,2,1,Midwest,4,78,Kansas,12,63,Pacific
2004,2,2,East,1,70,St Josephs,8,65,Texas Tech
2004,2,2,East,2,70,Oklahoma St,7,53,Memphis
2004,2,2,East,3,59,Pittsburgh,6,55,Wisconsin
2004,2,2,East,4,84,Wake Forest,12,80,Manhattan
2004,2,3,South,1,90,Duke,8,62,Seton Hall
2004,2,3,South,2,74,Mississippi St,7,89,Xavier
2004,2,3,South,3,78,Texas,6,75,North Carolina
2004,2,3,South,4,68,Cincinnati,5,92,Illinois
2004,2,4,West,1,67,Stanford,8,70,Alabama
2004,2,4,West,2,72,Connecticut,7,55,DePaul
2004,2,4,West,3,73,NC State,6,75,Vanderbilt
2004,2,4,West,4,70,Maryland,5,72,Syracuse
2004,3,1,Midwest,9,74,UAB,4,100,Kansas
2004,3,1,Midwest,10,67,Nevada,3,72,Georgia Tech
2004,3,2,East,1,84,St Josephs,4,80,Wake Forest
2004,3,2,East,2,63,Oklahoma St,3,51,Pittsburgh
2004,3,3,South,1,72,Duke,5,62,Illinois
2004,3,3,South,7,79,Xavier,3,71,Texas
2004,3,4,West,8,80,Alabama,5,71,Syracuse
2004,3,4,West,2,73,Connecticut,6,53,Vanderbilt
2004,4,1,Midwest,4,71,Kansas,3,79,Georgia Tech
2004,4,2,East,1,62,St Josephs,2,64,Oklahoma St
2004,4,3,South,1,66,Duke,7,63,Xavier
2004,4,4,West,8,71,Alabama,2,87,Connecticut
2004,5,1,Final Four,3,67,Georgia Tech,2,65,Oklahoma St
2004,5,2,Final Four,1,78,Duke,2,79,Connecticut
2004,6,1,Championship,3,73,Georgia Tech,2,82,Connecticut
2005,1,1,Midwest,1,67,Illinois,16,55,Fairleigh Dickinson
2005,1,1,Midwest,2,63,Oklahoma St,15,50,Southeastern Louisiana
2005,1,1,Midwest,3,66,Arizona,14,53,Utah St
2005,1,1,Midwest,4,85,Boston College,13,65,Pennsylvania
2005,1,1,Midwest,5,73,Alabama,12,83,Wisconsin Milwaukee
2005,1,1,Midwest,6,68,LSU,11,82,UAB
2005,1,1,Midwest,7,65,Southern Illinois,10,56,St Marys
2005,1,1,Midwest,8,57,Texas,9,61,Nevada
2005,1,2,West,1,88,Washington,16,77,Montana
2005,1,2,West,2,70,Wake Forest,15,54,Chattanooga
2005,1,2,West,3,74,Gonzaga,14,64,Winthrop
2005,1,2,West,4,68,Louisville,13,62,Louisiana Lafayette
2005,1,2,West,5,80,Georgia Tech,12,68,George Washington
2005,1,2,West,6,78,Texas Tech,11,66,UCLA
2005,1,2,West,7,63,West Virginia,10,61,Creighton
2005,1,2,West,8,79,Pacific,9,71,Pittsburgh
2005,1,3,East,1,96,North Carolina,16,68,Oakland
2005,1,3,East,2,77,Connecticut,15,71,Central Florida
2005,1,3,East,3,63,Kansas,14,64,Bucknell
2005,1,3,East,4,67,Florida,13,62,Ohio
2005,1,3,East,5,55,Villanova,12,47,New Mexico
2005,1,3,East,6,57,Wisconsin,11,52,Northern Iowa
2005,1,3,East,7,63,Charlotte,10,75,NC State
2005,1,3,East,8,53,Minnesota,9,64,Iowa St
2005,1,4,South,1,63,Duke,16,46,Delaware St
2005,1,4,South,2,72,Kentucky,15,64,Eastern Kentucky
2005,1,4,South,3,84,Oklahoma,14,67,Niagara
2005,1,4,South,4,57,Syracuse,13,60,Vermont
2005,1,4,South,5,89,Michigan St,12,81,Old Dominion
2005,1,4,South,6,60,Utah,11,54,UTEP
2005,1,4,South,7,76,Cincinnati,10,64,Iowa
2005,1,4,South,8,70,Stanford,9,93,Mississippi St
2005,2,1,Midwest,1,71,Illinois,9,59,Nevada
2005,2,1,Midwest,2,85,Oklahoma St,7,77,Southern Illinois
2005,2,1,Midwest,3,85,Arizona,11,63,UAB
2005,2,1,Midwest,4,75,Boston College,12,83,Wisconsin Milwaukee
2005,2,2,West,1,97,Washington,8,79,Pacific
2005,2,2,West,2,105,Wake Forest,7,111,West Virginia
2005,2,2,West,3,69,Gonzaga,6,71,Texas Tech
2005,2,2,West,4,76,Louisville,5,54,Georgia Tech
2005,2,3,East,1,92,North Carolina,9,65,Iowa St
2005,2,3,East,2,62,Connecticut,10,65,NC State
2005,2,3,East,14,62,Bucknell,6,71,Wisconsin
2005,2,3,East,4,65,Florida,5,76,Villanova
2005,2,4,South,1,63,Duke,9,55,Mississippi St
2005,2,4,South,2,69,Kentucky,7,60,Cincinnati
2005,2,4,South,3,58,Oklahoma,6,67,Utah
2005,2,4,South,13,61,Vermont,5,72,Michigan St
2005,3,1,Midwest,1,77,Illinois,12,63,Wisconsin Milwaukee
2005,3,1,Midwest,2,78,Oklahoma St,3,79,Arizona
2005,3,2,West,1,79,Washington,4,93,Louisville
2005,3,2,West,7,65,West Virginia,6,60,Texas Tech
2005,3,3,East,1,67,North Carolina,5,66,Villanova
2005,3,3,East,10,56,NC State,6,65,Wisconsin
2005,3,4,South,1,68,Duke,5,78,Michigan St
2005,3,4,South,2,62,Kentucky,6,52,Utah
2005,4,1,Midwest,1,90,Illinois,3,89,Arizona
2005,4,2,West,4,93,Louisville,7,85,West Virginia
2005,4,3,East,1,88,North Carolina,6,82,Wisconsin
2005,4,4,South,5,94,Michigan St,2,88,Kentucky
2005,5,1,Final Four,1,72,Illinois,4,57,Louisville
2005,5,2,Final Four,1,87,North Carolina,5,71,Michigan St
2005,6,1,Championship,1,70,Illinois,1,75,North Carolina
2006,1,1,South,1,70,Duke,16,54,Southern
2006,1,1,South,2,60,Texas,15,52,Pennsylvania
2006,1,1,South,3,63,Iowa,14,64,Northwestern St
2006,1,1,South,4,80,LSU,13,64,Iona
2006,1,1,South,5,58,Syracuse,12,66,Texas A&M
2006,1,1,South,6,64,West Virginia,11,46,Southern Illinois
2006,1,1,South,7,52,California,10,58,NC State
2006,1,1,South,8,88,George Washington,9,85,UNC Wilmington
2006,1,2,West,1,94,Memphis,16,78,Oral Roberts
2006,1,2,West,2,78,UCLA,15,44,Belmont
2006,1,2,West,3,79,Gonzaga,14,75,Xavier
2006,1,2,West,4,73,Kansas,13,77,Bradley
2006,1,2,West,5,79,Pittsburgh,12,64,Kent St
2006,1,2,West,6,87,Indiana,11,83,San Diego St
2006,1,2,West,7,85,Marquette,10,90,Alabama
2006,1,2,West,8,55,Arkansas,9,59,Bucknell
2006,1,3,East,1,72,Connecticut,16,59,Albany
2006,1,3,East,2,63,Tennessee,15,61,Winthrop
2006,1,3,East,3,69,North Carolina,14,65,Murray St
2006,1,3,East,4,78,Illinois,13,69,Air Force
2006,1,3,East,5,75,Washington,12,61,Utah St
2006,1,3,East,6,65,Michigan St,11,75,George Mason
2006,1,3,East,7,86,Wichita St,10,66,Seton Hall
2006,1,3,East,8,69,Kentucky,9,64,UAB
2006,1,4,Midwest,1,58,Villanova,16,45,Monmouth
2006,1,4,Midwest,2,70,Ohio St,15,62,Davidson
2006,1,4,Midwest,3,76,Florida,14,50,South Alabama
2006,1,4,Midwest,4,88,Boston College,13,76,Pacific
2006,1,4,Midwest,5,79,Nevada,12,87,Montana
2006,1,4,Midwest,6,74,Oklahoma,11,82,Wisconsin Milwaukee
2006,1,4,Midwest,7,54,Georgetown,10,49,Northern Iowa
2006,1,4,Midwest,8,94,Arizona,9,75,Wisconsin
2006,2,1,South,1,74,Duke,8,61,George Washington
2006,2,1,South,2,75,Texas,10,54,NC State
2006,2,1,South,14,54,Northwestern St,6,67,West Virginia
2006,2,1,South,4,58,LSU,12,57,Texas A&M
2006,2,2,West,1,72,Memphis,9,56,Bucknell
2006,2,2,West,2,62,UCLA,10,59,Alabama
2006,2,2,West,3,90,Gonzaga,6,80,Indiana
2006,2,2,West,13,72,Bradley,5,66,Pittsburgh
2006,2,3,East,1,87,Connecticut,8,83,Kentucky
2006,2,3,East,2,73,Tennessee,7,80,Wichita St
2006,2,3,East,3,60,North Carolina,11,65,George Mason
2006,2,3,East,4,64,Illinois,5,67,Washington
2006,2,4,Midwest,1,82,Villanova,8,78,Arizona
2006,2,4,Midwest,2,52,Ohio St,7,70,Georgetown
2006,2,4,Midwest,3,82,Florida,11,60,Wisconsin Milwaukee
2006,2,4,Midwest,4,69,Boston College,12,56,Montana
2006,3,1,South,1,54,Duke,4,62,LSU
2006,3,1,South,2,74,Texas,6,71,West Virginia
2006,3,2,West,1,80,Memphis,13,64,Bradley
2006,3,2,West,2,73,UCLA,3,71,Gonzaga
2006,3,3,East,1,98,Connecticut,5,92,Washington
2006,3,3,East,7,55,Wichita St,11,63,George Mason
2006,3,4,Midwest,1,60,Villanova,4,59,Boston College
2006,3,4,Midwest,7,53,Georgetown,3,57,Florida
2006,4,1,South,4,70,LSU,2,60,Texas
2006,4,2,West,1,45,Memphis,2,50,UCLA
2006,4,3,East,1,84,Connecticut,11,86,George Mason
2006,4,4,Midwest,1,62,Villanova,3,75,Florida
2006,5,1,Final Four,4,45,LSU,2,59,UCLA
2006,5,2,Final Four,11,58,George Mason,3,73,Florida
2006,6,1,Championship,2,57,UCLA,3,73,Florida
2007,1,1,Midwest,1,112,Florida,16,69,Jackson St
2007,1,1,Midwest,2,76,Wisconsin,15,63,Texas A&M Corpus Christi
2007,1,1,Midwest,3,58,Oregon,14,56,Miami Ohio
2007,1,1,Midwest,4,82,Maryland,13,70,Davidson
2007,1,1,Midwest,5,57,Butler,12,46,Old Dominion
2007,1,1,Midwest,6,64,Notre Dame,11,74,Winthrop
2007,1,1,Midwest,7,67,UNLV,10,63,Georgia Tech
2007,1,1,Midwest,8,63,Arizona,9,72,Purdue
2007,1,2,West,1,107,Kansas,16,67,Niagara
2007,1,2,West,2,70,UCLA,15,42,Weber St
2007,1,2,West,3,79,Pittsburgh,14,58,Wright St
2007,1,2,West,4,61,Southern Illinois,13,51,Holy Cross
2007,1,2,West,5,54,Virginia Tech,12,52,Illinois
2007,1,2,West,6,77,Duke,11,79,VCU
2007,1,2,West,7,70,Indiana,10,57,Gonzaga
2007,1,2,West,8,67,Kentucky,9,58,Villanova
2007,1,3,East,1,85,North Carolina,16,65,Eastern Kentucky
2007,1,3,East,2,80,Georgetown,15,55,Belmont
2007,1,3,East,3,70,Washington St,14,54,Oral Roberts
2007,1,3,East,4,79,Texas,13,67,New Mexico St
2007,1,3,East,5,77,USC,12,60,Arkansas
2007,1,3,East,6,77,Vanderbilt,11,44,George Washington
2007,1,3,East,7,84,Boston College,10,75,Texas Tech
2007,1,3,East,8,49,Marquette,9,61,Michigan St
2007,1,4,South,1,78,Ohio St,16,57,Central Connecticut St
